Nome da campanha,Dia,Status de veiculação,Nível de veiculação,Nome da conta,Identificação da conta,Valor usado (BRL),Impressões,Alcance,Cliques no link,CPC (custo por clique no link),Tipo de resultado,Resultados,Custo por resultado,Início dos relatórios,Encerramento dos relatórios
[JUN]_[N]_Vídeo_Modelo,2026-07-01,inactive,campaign,AUTOPLUS [FORD] BLUMENAU,496393841435219,37.91,676,466,14,270.785.714,Conversas por mensagem iniciadas,3,1.263.666.667,2026-07-01,2026-07-01
[JUN]_[N]_Vídeo_Festival-Prorrogado,2026-07-01,inactive,campaign,AUTOPLUS [FORD] BLUMENAU,496393841435219,34.39,1791,1396,14,245.642.857,Conversas por mensagem iniciadas,10,3.439,2026-07-01,2026-07-01
[JUL]_[SN]_Carrossel_Oferta,2026-07-01,active,campaign,AUTOPLUS [FORD] BLUMENAU,496393841435219,35.41,2338,1599,40,88.525,Conversas por mensagem iniciadas,7,505.857.143,2026-07-01,2026-07-01
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-31,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,6.91,449,400,4,1.7275,,,,2026-07-31,2026-07-31
[JUL]_[N]_Vt_Condição,2026-07-31,recently_completed,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,27.69,1681,1229,28,98.892.857,Conversas por mensagem iniciadas,3,9.23,2026-07-31,2026-07-31
[JUL]_[N]_Card_Oferta,2026-07-31,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,81.81,5708,3736,50,1.6362,Conversas por mensagem iniciadas,8,1.022.625,2026-07-31,2026-07-31
[JUL]_[SN]_Carrossel_Oferta,2026-07-31,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,32.81,2857,1711,42,78.119.048,Conversas por mensagem iniciadas,2,16.405,2026-07-31,2026-07-31
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-30,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,9.85,662,601,2,4.925,,,,2026-07-30,2026-07-30
[JUL]_[N]_Vt_Condição,2026-07-30,recently_completed,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,42.06,1950,1456,28,150.214.286,Conversas por mensagem iniciadas,4,10.515,2026-07-30,2026-07-30
[JUL]_[N]_Card_Oferta,2026-07-30,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,95.33,7202,4783,63,15.131.746,Conversas por mensagem iniciadas,4,238.325,2026-07-30,2026-07-30
[JUL]_[SN]_Carrossel_Oferta,2026-07-30,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,19.2,1890,1205,29,66.206.897,Conversas por mensagem iniciadas,2,9.6,2026-07-30,2026-07-30
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-29,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,11.66,895,778,5,2.332,,,,2026-07-29,2026-07-29
[JUL]_[N]_Vt_Condição,2026-07-29,recently_completed,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,51.33,2697,1992,37,13.872.973,Conversas por mensagem iniciadas,4,12.8325,2026-07-29,2026-07-29
[JUL]_[N]_Card_Oferta,2026-07-29,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,107.95,10881,6814,75,143.933.333,Conversas por mensagem iniciadas,9,1.199.444.444,2026-07-29,2026-07-29
[JUL]_[SN]_Carrossel_Oferta,2026-07-29,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,46.42,3865,2422,69,67.275.362,Conversas por mensagem iniciadas,4,11.605,2026-07-29,2026-07-29
[JUL]_[SN]_Carrossel_Oferta,2026-07-28,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,50.29,4115,2632,60,83.816.667,Conversas por mensagem iniciadas,9,558.777.778,2026-07-28,2026-07-28
[JUL]_[N]_Card_Oferta,2026-07-28,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,116.84,11995,7740,80,1.4605,Conversas por mensagem iniciadas,8,14.605,2026-07-28,2026-07-28
[JUL]_[N]_Vt_Condição,2026-07-28,recently_completed,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,62.25,3110,2248,39,159.615.385,Conversas por mensagem iniciadas,7,889.285.714,2026-07-28,2026-07-28
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-28,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,12.56,930,800,5,2.512,Conversas por mensagem iniciadas,1,12.56,2026-07-28,2026-07-28
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-27,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,13.22,920,816,2,6.61,,,,2026-07-27,2026-07-27
[JUL]_[N]_Vt_Condição,2026-07-27,recently_completed,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,52.18,2973,2141,29,179.931.034,Conversas por mensagem iniciadas,1,52.18,2026-07-27,2026-07-27
[JUL]_[N]_Card_Oferta,2026-07-27,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,107.46,11045,7197,87,123.517.241,Conversas por mensagem iniciadas,8,134.325,2026-07-27,2026-07-27
[JUL]_[SN]_Carrossel_Oferta,2026-07-27,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,46.67,3853,2398,63,74.079.365,Conversas por mensagem iniciadas,3,1.555.666.667,2026-07-27,2026-07-27
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-26,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,11.85,877,764,4,2.9625,,,,2026-07-26,2026-07-26
[JUL]_[N]_Vt_Condição,2026-07-26,recently_completed,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,62.37,3932,2942,46,135.586.957,Conversas por mensagem iniciadas,9,6.93,2026-07-26,2026-07-26
[JUL]_[N]_Card_Oferta,2026-07-26,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,118.43,11197,6794,87,136.126.437,Conversas por mensagem iniciadas,11,1.076.636.364,2026-07-26,2026-07-26
[JUL]_[SN]_Carrossel_Oferta,2026-07-26,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,44.28,4293,2663,76,58.263.158,Conversas por mensagem iniciadas,3,14.76,2026-07-26,2026-07-26
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-25,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,4.52,379,359,2,2.26,,,,2026-07-25,2026-07-25
[JUL]_[N]_Vt_Condição,2026-07-25,recently_completed,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,45.92,2941,2109,43,106.790.698,Conversas por mensagem iniciadas,3,1.530.666.667,2026-07-25,2026-07-25
[JUL]_[N]_Card_Oferta,2026-07-25,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,172.21,13852,8519,119,144.714.286,Conversas por mensagem iniciadas,13,1.324.692.308,2026-07-25,2026-07-25
[JUL]_[SN]_Carrossel_Oferta,2026-07-25,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,29.43,2473,1619,30,981,,,,2026-07-25,2026-07-25
[JUL]_[N]_Card_Oferta,2026-07-24,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,117.95,10936,7277,97,121.597.938,Conversas por mensagem iniciadas,13,907.307.692,2026-07-24,2026-07-24
[JUL]_[SN]_Carrossel_Oferta,2026-07-24,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,31.6,2826,1744,48,65.833.333,Conversas por mensagem iniciadas,3,1.053.333.333,2026-07-24,2026-07-24
[JUL]_[N]_Vt_Condição,2026-07-24,recently_completed,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,36.41,1531,1178,24,151.708.333,Conversas por mensagem iniciadas,2,18.205,2026-07-24,2026-07-24
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-24,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,6.62,452,406,1,6.62,Conversas por mensagem iniciadas,1,6.62,2026-07-24,2026-07-24
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-23,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,9.72,531,488,5,1.944,Conversas por mensagem iniciadas,1,9.72,2026-07-23,2026-07-23
[JUL]_[N]_Vt_Condição,2026-07-23,recently_completed,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,25.88,505,389,18,143.777.778,Conversas por mensagem iniciadas,1,25.88,2026-07-23,2026-07-23
[JUL]_[N]_Card_Oferta,2026-07-23,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,0.09,15,13,,,,,,2026-07-23,2026-07-23
[JUL]_[SN]_Card_Condição,2026-07-23,completed,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,0.05,4,4,,,,,,2026-07-23,2026-07-23
[JUL]_[SN]_Carrossel_Oferta,2026-07-23,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,39.97,4027,2432,56,71.375,Conversas por mensagem iniciadas,2,19.985,2026-07-23,2026-07-23
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-22,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,12.13,849,763,5,2.426,Conversas por mensagem iniciadas,1,12.13,2026-07-22,2026-07-22
[JUL]_[N]_Vt_Condição,2026-07-22,recently_completed,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,35.59,571,469,22,161.772.727,Conversas por mensagem iniciadas,2,17.795,2026-07-22,2026-07-22
[JUL]_[N]_Card_Oferta,2026-07-22,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,69.93,6526,3989,62,112.790.323,Conversas por mensagem iniciadas,11,635.727.273,2026-07-22,2026-07-22
[JUL]_[SN]_Card_Condição,2026-07-22,completed,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,18.3,1087,893,8,2.2875,Conversas por mensagem iniciadas,1,18.3,2026-07-22,2026-07-22
[JUL]_[SN]_Carrossel_Oferta,2026-07-22,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,44.79,4534,2827,81,55.296.296,Conversas por mensagem iniciadas,7,639.857.143,2026-07-22,2026-07-22
[JUL]_[SN]_Card_Condição,2026-07-21,completed,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,30.65,1407,1100,9,340.555.556,Conversas por mensagem iniciadas,2,15.325,2026-07-21,2026-07-21
[JUL]_[SN]_Carrossel_Oferta,2026-07-21,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,44.43,4521,2965,65,68.353.846,Conversas por mensagem iniciadas,2,22.215,2026-07-21,2026-07-21
[JUL]_[N]_Vt_Condição,2026-07-21,recently_completed,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,36.85,667,517,25,1.474,Conversas por mensagem iniciadas,3,1.228.333.333,2026-07-21,2026-07-21
[JUL]_[N]_Card_Oferta,2026-07-21,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,109.16,11318,6894,95,114.905.263,Conversas por mensagem iniciadas,11,992.363.636,2026-07-21,2026-07-21
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-21,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,11.73,983,878,2,5.865,,,,2026-07-21,2026-07-21
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-20,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,13.64,1446,1286,7,194.857.143,Conversas por mensagem iniciadas,1,13.64,2026-07-20,2026-07-20
[JUL]_[N]_Vt_Condição,2026-07-20,recently_completed,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,38.08,806,646,29,131.310.345,Conversas por mensagem iniciadas,4,9.52,2026-07-20,2026-07-20
[JUL]_[N]_Card_Oferta,2026-07-20,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,112.45,12513,7441,108,10.412.037,Conversas por mensagem iniciadas,6,1.874.166.667,2026-07-20,2026-07-20
[JUL]_[SN]_Card_Condição,2026-07-20,completed,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,36.44,2063,1634,10,3.644,Conversas por mensagem iniciadas,3,1.214.666.667,2026-07-20,2026-07-20
[JUL]_[SN]_Carrossel_Oferta,2026-07-20,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,45.5,4688,2982,84,54.166.667,Conversas por mensagem iniciadas,5,9.1,2026-07-20,2026-07-20
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-19,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,11.64,1053,939,11,105.818.182,Conversas por mensagem iniciadas,4,2.91,2026-07-19,2026-07-19
[JUL]_[N]_Vt_Condição,2026-07-19,recently_completed,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,38.44,948,738,30,128.133.333,Conversas por mensagem iniciadas,8,4.805,2026-07-19,2026-07-19
[JUL]_[N]_Card_Oferta,2026-07-19,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,112.25,13707,8691,114,98.464.912,Conversas por mensagem iniciadas,11,1.020.454.545,2026-07-19,2026-07-19
[JUL]_[SN]_Card_Condição,2026-07-19,completed,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,35.7,2335,1732,17,2.1,Conversas por mensagem iniciadas,6,5.95,2026-07-19,2026-07-19
[JUL]_[SN]_Carrossel_Oferta,2026-07-19,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,44.24,4869,3079,67,66.029.851,Conversas por mensagem iniciadas,3,1.474.666.667,2026-07-19,2026-07-19
[JUL]_[N]_Vt_Condição,2026-07-18,recently_completed,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,16.22,526,418,13,124.769.231,Conversas por mensagem iniciadas,1,16.22,2026-07-18,2026-07-18
[JUL]_[SN]_Card_Condição,2026-07-18,completed,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,11.19,502,414,6,1.865,Conversas por mensagem iniciadas,2,5.595,2026-07-18,2026-07-18
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-18,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,4.51,487,443,2,2.255,,,,2026-07-18,2026-07-18
[JUL]_[N]_Card_Oferta,2026-07-18,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,64.9,6303,4117,46,141.086.957,Conversas por mensagem iniciadas,4,16.225,2026-07-18,2026-07-18
[JUL]_[SN]_Carrossel_Oferta,2026-07-18,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,25.33,2417,1664,43,58.906.977,Conversas por mensagem iniciadas,1,25.33,2026-07-18,2026-07-18
[JUL]_[N]_Vt_Condição,2026-07-17,recently_completed,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,28.07,536,440,24,116.958.333,,,,2026-07-17,2026-07-17
[JUL]_[N]_Card_Oferta,2026-07-17,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,86.06,9874,6373,78,110.333.333,Conversas por mensagem iniciadas,3,2.868.666.667,2026-07-17,2026-07-17
[JUL]_[SN]_Card_Condição,2026-07-17,completed,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,22.1,1271,943,11,200.909.091,Conversas por mensagem iniciadas,4,5.525,2026-07-17,2026-07-17
[JUL]_[SN]_Carrossel_Oferta,2026-07-17,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,33.14,3297,2047,57,58.140.351,Conversas por mensagem iniciadas,2,16.57,2026-07-17,2026-07-17
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-17,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,7.58,516,468,3,252.666.667,Conversas por mensagem iniciadas,1,7.58,2026-07-17,2026-07-17
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-16,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,9.79,790,687,1,9.79,,,,2026-07-16,2026-07-16
[JUL]_[N]_Vt_Condição,2026-07-16,recently_completed,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,32.62,892,750,38,85.842.105,Conversas por mensagem iniciadas,7,4.66,2026-07-16,2026-07-16
[JUL]_[N]_Card_Oferta,2026-07-16,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,99.21,13941,8894,90,110.233.333,Conversas por mensagem iniciadas,8,1.240.125,2026-07-16,2026-07-16
[JUL]_[SN]_Card_Condição,2026-07-16,completed,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,33.1,1682,1305,11,300.909.091,Conversas por mensagem iniciadas,5,6.62,2026-07-16,2026-07-16
[JUL]_[SN]_Carrossel_Oferta,2026-07-16,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,35.37,3263,2121,44,80.386.364,Conversas por mensagem iniciadas,1,35.37,2026-07-16,2026-07-16
[JUL]_[SN]_Carrossel_Oferta,2026-07-15,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,45.05,4061,2804,48,93.854.167,Conversas por mensagem iniciadas,5,09.01,2026-07-15,2026-07-15
[JUL]_[SN]_Card_Condição,2026-07-15,completed,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,34.54,1637,1247,9,383.777.778,,,,2026-07-15,2026-07-15
[JUL]_[N]_Card_Oferta,2026-07-15,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,103.81,11725,7446,82,126.597.561,Conversas por mensagem iniciadas,6,1.730.166.667,2026-07-15,2026-07-15
[JUL]_[N]_Vt_Condição,2026-07-15,recently_completed,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,35,1084,841,19,184.210.526,Conversas por mensagem iniciadas,1,35,2026-07-15,2026-07-15
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-15,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,14.16,1406,1147,5,2.832,Conversas por mensagem iniciadas,1,14.16,2026-07-15,2026-07-15
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-14,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,7.16,535,485,2,3.58,Conversas por mensagem iniciadas,1,7.16,2026-07-14,2026-07-14
[JUL]_[N]_Vt_Condição,2026-07-14,recently_completed,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,46.59,1383,1127,31,150.290.323,Conversas por mensagem iniciadas,4,11.6475,2026-07-14,2026-07-14
[JUL]_[N]_Card_Oferta,2026-07-14,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,109.34,9879,6282,75,145.786.667,Conversas por mensagem iniciadas,7,15.62,2026-07-14,2026-07-14
[JUL]_[SN]_Card_Condição,2026-07-14,completed,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,32.11,1524,1236,11,291.909.091,Conversas por mensagem iniciadas,3,1.070.333.333,2026-07-14,2026-07-14
[JUL]_[SN]_Carrossel_Oferta,2026-07-14,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,48.4,4022,2457,61,79.344.262,Conversas por mensagem iniciadas,7,691.428.571,2026-07-14,2026-07-14
[JUL]_[N]_Card_Oferta,2026-07-13,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,118.8,11099,6544,109,108.990.826,Conversas por mensagem iniciadas,16,7.425,2026-07-13,2026-07-13
[JUL]_[SN]_Card_Condição,2026-07-13,completed,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,38.08,1654,1312,5,7.616,,,,2026-07-13,2026-07-13
[JUL]_[SN]_Carrossel_Oferta,2026-07-13,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,47.99,5009,3060,103,46.592.233,Conversas por mensagem iniciadas,8,599.875,2026-07-13,2026-07-13
[JUL]_[N]_Card_Oferta,2026-07-12,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,117.88,11454,6444,87,135.494.253,Conversas por mensagem iniciadas,6,1.964.666.667,2026-07-12,2026-07-12
[JUL]_[SN]_Card_Condição,2026-07-12,completed,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,38.88,2376,1891,13,299.076.923,Conversas por mensagem iniciadas,3,12.96,2026-07-12,2026-07-12
[JUL]_[SN]_Carrossel_Oferta,2026-07-12,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,44.7,5645,3573,85,52.588.235,Conversas por mensagem iniciadas,2,22.35,2026-07-12,2026-07-12
[JUL]_[SN]_Card_Condição,2026-07-11,completed,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,14.6,889,689,8,1.825,Conversas por mensagem iniciadas,2,7.3,2026-07-11,2026-07-11
[JUL]_[SN]_Carrossel_Oferta,2026-07-11,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,30.23,3469,2247,65,46.507.692,Conversas por mensagem iniciadas,4,7.5575,2026-07-11,2026-07-11
[JUL]_[N]_Card_Oferta,2026-07-11,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,80.25,8773,5362,73,109.931.507,Conversas por mensagem iniciadas,14,573.214.286,2026-07-11,2026-07-11
[JUL]_[SN]_Carrossel_Oferta,2026-07-10,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,38.19,3944,2516,72,53.041.667,Conversas por mensagem iniciadas,3,12.73,2026-07-10,2026-07-10
[JUL]_[N]_Card_Oferta,2026-07-10,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,81.83,5887,3578,55,148.781.818,Conversas por mensagem iniciadas,5,16.366,2026-07-10,2026-07-10
[JUL]_[SN]_Card_Condição,2026-07-10,completed,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,23.22,1220,928,12,1.935,,,,2026-07-10,2026-07-10
[JUL]_[N]_Card_Oferta,2026-07-09,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,24.85,2242,1420,17,146.176.471,Conversas por mensagem iniciadas,1,24.85,2026-07-09,2026-07-09
[JUL]_[SN]_Card_Condição,2026-07-09,completed,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,24.04,1230,925,10,2.404,Conversas por mensagem iniciadas,3,801.333.333,2026-07-09,2026-07-09
[JUL]_[SN]_Carrossel_Oferta,2026-07-09,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,41.81,3565,2201,73,57.273.973,Conversas por mensagem iniciadas,8,522.625,2026-07-09,2026-07-09
[JUL]_[N]_Card_Oferta,2026-07-08,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,35.03,3012,2055,27,129.740.741,Conversas por mensagem iniciadas,4,8.7575,2026-07-08,2026-07-08
[JUL]_[SN]_Card_Condição,2026-07-08,completed,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,33.06,1471,1117,6,5.51,,,,2026-07-08,2026-07-08
[JUL]_[SN]_Carrossel_Oferta,2026-07-08,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,43.34,3962,2496,60,72.233.333,Conversas por mensagem iniciadas,1,43.34,2026-07-08,2026-07-08
[JUL]_[N]_Card_Oferta,2026-07-07,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,31.91,3183,2185,22,145.045.455,Conversas por mensagem iniciadas,2,15.955,2026-07-07,2026-07-07
[JUL]_[SN]_Card_Condição,2026-07-07,completed,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,32.67,1932,1464,14,233.357.143,Conversas por mensagem iniciadas,2,16.335,2026-07-07,2026-07-07
[JUL]_[SN]_Carrossel_Oferta,2026-07-07,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,43.89,3808,2200,60,7.315,Conversas por mensagem iniciadas,3,14.63,2026-07-07,2026-07-07
[JUN]_[N]_Vídeo_Modelo,2026-07-06,inactive,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,9.95,546,444,10,995,Conversas por mensagem iniciadas,2,4.975,2026-07-06,2026-07-06
[JUL]_[SN]_Carrossel_Oferta,2026-07-06,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,41.92,5169,3445,73,57.424.658,Conversas por mensagem iniciadas,3,1.397.333.333,2026-07-06,2026-07-06
[JUL]_[SN]_Card_Condição,2026-07-06,completed,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,45.12,2720,2124,23,196.173.913,Conversas por mensagem iniciadas,3,15.04,2026-07-06,2026-07-06
[JUL]_[N]_Card_Oferta,2026-07-06,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,40.34,4971,3579,38,106.157.895,Conversas por mensagem iniciadas,4,10.085,2026-07-06,2026-07-06
[JUL]_[N]_Card_Oferta,2026-07-05,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,35.79,4999,3479,35,102.257.143,Conversas por mensagem iniciadas,2,17.895,2026-07-05,2026-07-05
[JUL]_[SN]_Card_Condição,2026-07-05,completed,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,37.29,2560,1855,18,207.166.667,Conversas por mensagem iniciadas,5,7.458,2026-07-05,2026-07-05
[JUN]_[N]_Vídeo_Modelo,2026-07-05,inactive,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,25.68,1519,1103,15,1.712,Conversas por mensagem iniciadas,1,25.68,2026-07-05,2026-07-05
[JUL]_[SN]_Carrossel_Oferta,2026-07-05,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,40.57,4751,3124,83,48.879.518,Conversas por mensagem iniciadas,9,450.777.778,2026-07-05,2026-07-05
[JUL]_[N]_Card_Oferta,2026-07-04,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,25.9,3963,2864,28,925,,,,2026-07-04,2026-07-04
[JUL]_[SN]_Card_Condição,2026-07-04,completed,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,23.47,1680,1271,13,180.538.462,,,,2026-07-04,2026-07-04
